
contig_3_CDS_[19447..19689]	YP_009187975.1	80.000	80	7.13e-43	YP_009187975.1 hypothetical protein AU161_gp30 [Pseudomonas phage PPPL-1]
contig_3_CDS_[20751..20972]	YP_009797999.1	92.308	52	2.15e-25	YP_009797999.1 head-tail adaptor [Pseudomonas phage Henninger]
contig_3_CDS_[21239..21592]	YP_009948680.1	100.000	82	1.07e-52	YP_009948680.1 head-tail adaptor [Pseudomonas phage 17A]
contig_3_CDS_[21619..21903]	YP_009948680.1	97.500	80	1.42e-45	YP_009948680.1 head-tail adaptor [Pseudomonas phage 17A]
contig_3_CDS_[21842..22384]	YP_009948680.1	98.266	173	5.48e-115	YP_009948680.1 head-tail adaptor [Pseudomonas phage 17A]
contig_3_CDS_[22403..22600]	YP_009948679.1	97.826	46	2.28e-25	YP_009948679.1 head assembly [Pseudomonas phage 17A]
contig_3_CDS_[22560..23066]	YP_009948679.1	98.013	151	3.63e-102	YP_009948679.1 head assembly [Pseudomonas phage 17A]
contig_3_CDS_[23123..23332]	YP_009948679.1	100.000	69	2.79e-43	YP_009948679.1 head assembly [Pseudomonas phage 17A]
contig_3_CDS_[23571..24479]	YP_009790471.1	98.344	302	0.0	YP_009790471.1 major head protein [Pseudomonas phage WRT]
contig_3_CDS_[24540..24650]	YP_009948677.1	100.000	35	2.97e-16	YP_009948677.1 tail protein [Pseudomonas phage 17A]
contig_3_CDS_[24743..24898]	YP_009790472.1	87.500	24	1.65e-07	YP_009790472.1 tail protein [Pseudomonas phage WRT]
contig_3_CDS_[25141..25875]	YP_009948676.1	91.176	238	7.89e-150	YP_009948676.1 tail protein [Pseudomonas phage 17A]
contig_3_CDS_[25917..26006]	YP_009793771.1	95.455	22	8.78e-07	YP_009793771.1 tail protein [Pseudomonas phage Pf1 ERZ-2017]
contig_3_CDS_[26174..26638]	YP_009797951.1	100.000	80	6.19e-48	YP_009797951.1 tail protein [Pseudomonas phage Henninger]
contig_3_CDS_[26635..27537]	YP_009948676.1	95.172	290	0.0	YP_009948676.1 tail protein [Pseudomonas phage 17A]
contig_3_CDS_[27649..28176]	YP_009948675.1	36.111	108	4.92e-07	YP_009948675.1 internal virion protein [Pseudomonas phage 17A]
contig_3_CDS_[28121..28294]	YP_009824196.1	64.407	59	4.82e-15	YP_009824196.1 internal virion protein [Pseudomonas phage shl2]
contig_3_CDS_[28760..28966]	YP_009948673.1	100.000	29	6.79e-11	YP_009948673.1 internal virion protein [Pseudomonas phage 17A]
contig_3_CDS_[28963..29475]	YP_009948673.1	91.463	164	1.16e-104	YP_009948673.1 internal virion protein [Pseudomonas phage 17A]
contig_3_CDS_[29604..29834]	YP_009948673.1	96.721	61	1.01e-34	YP_009948673.1 internal virion protein [Pseudomonas phage 17A]
contig_3_CDS_[29899..30192]	YP_009948673.1	97.674	86	6.35e-53	YP_009948673.1 internal virion protein [Pseudomonas phage 17A]
contig_3_CDS_[30296..30871]	YP_009948673.1	96.111	180	6.68e-117	YP_009948673.1 internal virion protein [Pseudomonas phage 17A]
contig_3_CDS_[30972..31184]	YP_009948672.1	98.305	59	1.11e-34	YP_009948672.1 internal virion protein with endolysin domain [Pseudomonas phage 17A]
contig_3_CDS_[31184..31447]	YP_009948672.1	86.567	67	2.58e-30	YP_009948672.1 internal virion protein with endolysin domain [Pseudomonas phage 17A]
contig_3_CDS_[31392..32072]	YP_009948672.1	96.818	220	1.42e-147	YP_009948672.1 internal virion protein with endolysin domain [Pseudomonas phage 17A]
contig_3_CDS_[32056..33393]	YP_009948672.1	80.357	448	0.0	YP_009948672.1 internal virion protein with endolysin domain [Pseudomonas phage 17A]
contig_3_CDS_[33420..33662]	YP_009948672.1	87.302	63	4.37e-28	YP_009948672.1 internal virion protein with endolysin domain [Pseudomonas phage 17A]
contig_3_CDS_[39605..39730]	YP_009948666.1	100.000	36	6.02e-18	YP_009948666.1 terminase large subunit [Pseudomonas phage 17A]
contig_3_CDS_[39762..40010]	YP_009948666.1	100.000	23	2.29e-08	YP_009948666.1 terminase large subunit [Pseudomonas phage 17A]
contig_3_CDS_[40164..40343]	YP_009948666.1	92.857	28	2.09e-11	YP_009948666.1 terminase large subunit [Pseudomonas phage 17A]
contig_5_CDS_[114..323]	YP_005098195.1	50.000	64	1.19e-12	YP_005098195.1 hypothetical protein BF7_00195 [Pseudomonas phage Bf7]
contig_5_CDS_[662..808]	YP_005098196.1	93.617	47	4.93e-24	YP_005098196.1 internal virion protein [Pseudomonas phage Bf7]
contig_5_CDS_[808..1767]	YP_005098196.1	90.909	319	0.0	YP_005098196.1 internal virion protein [Pseudomonas phage Bf7]
contig_5_CDS_[1927..2016]	YP_005098196.1	96.154	26	3.83e-12	YP_005098196.1 internal virion protein [Pseudomonas phage Bf7]
contig_5_CDS_[2225..2602]	YP_005098196.1	100.000	59	2.28e-33	YP_005098196.1 internal virion protein [Pseudomonas phage Bf7]
contig_5_CDS_[2595..2729]	YP_005098197.1	87.097	31	3.68e-08	YP_005098197.1 internal virion protein with endolysin domain [Pseudomonas phage Bf7]
contig_5_CDS_[2771..3076]	YP_005098197.1	95.238	42	6.81e-19	YP_005098197.1 internal virion protein with endolysin domain [Pseudomonas phage Bf7]
contig_5_CDS_[3073..3348]	YP_005098197.1	93.023	43	1.73e-21	YP_005098197.1 internal virion protein with endolysin domain [Pseudomonas phage Bf7]
contig_5_CDS_[3371..3670]	YP_005098197.1	100.000	86	1.44e-49	YP_005098197.1 internal virion protein with endolysin domain [Pseudomonas phage Bf7]
contig_5_CDS_[3618..4154]	YP_005098197.1	85.470	117	1.55e-59	YP_005098197.1 internal virion protein with endolysin domain [Pseudomonas phage Bf7]
contig_5_CDS_[4126..4263]	YP_005098197.1	97.778	45	1.66e-24	YP_005098197.1 internal virion protein with endolysin domain [Pseudomonas phage Bf7]
contig_5_CDS_[4241..6046]	YP_005098197.1	99.819	554	0.0	YP_005098197.1 internal virion protein with endolysin domain [Pseudomonas phage Bf7]
contig_5_CDS_[5979..6323]	YP_005098197.1	100.000	114	3.53e-71	YP_005098197.1 internal virion protein with endolysin domain [Pseudomonas phage Bf7]
contig_5_CDS_[6393..6620]	YP_005098198.1	100.000	69	1.55e-42	YP_005098198.1 tail fiber assembly [Pseudomonas phage Bf7]
contig_5_CDS_[6625..6978]	YP_005098198.1	97.959	98	1.01e-56	YP_005098198.1 tail fiber assembly [Pseudomonas phage Bf7]
contig_5_CDS_[6995..7423]	YP_005098198.1	99.200	125	1.86e-66	YP_005098198.1 tail fiber assembly [Pseudomonas phage Bf7]
contig_5_CDS_[7420..7629]	YP_005098198.1	97.101	69	2.57e-40	YP_005098198.1 tail fiber assembly [Pseudomonas phage Bf7]
contig_5_CDS_[7626..8177]	YP_005098198.1	65.672	134	1.29e-54	YP_005098198.1 tail fiber assembly [Pseudomonas phage Bf7]
contig_5_CDS_[8405..8773]	YP_005098199.1	84.426	122	1.75e-68	YP_005098199.1 tail fiber protein [Pseudomonas phage Bf7]
contig_5_CDS_[8777..8959]	YP_005098200.1	100.000	60	1.98e-38	YP_005098200.1 holin [Pseudomonas phage Bf7]
contig_5_CDS_[8956..9189]	YP_005098201.1	95.946	74	1.66e-47	YP_005098201.1 terminase small subunit [Pseudomonas phage Bf7]
contig_5_CDS_[9263..10045]	YP_005098202.1	99.099	222	3.97e-154	YP_005098202.1 terminase large subunit [Pseudomonas phage Bf7]
contig_5_CDS_[10035..10337]	YP_005098202.1	100.000	100	1.51e-66	YP_005098202.1 terminase large subunit [Pseudomonas phage Bf7]
contig_5_CDS_[10343..10852]	YP_005098202.1	98.214	168	5.77e-113	YP_005098202.1 terminase large subunit [Pseudomonas phage Bf7]
